date,sent_mean,sent_volatility,headline_count
2026-02-13,0.13480689,0.42975587105582713,6
2026-02-14,-8.004654e-05,0.0,1
2026-02-15,0.20250174,0.4002995641587636,6
2026-02-16,0.05348226,0.6739797643426395,26
2026-02-17,0.15857695,0.6873375002200087,53
2026-02-18,0.21898884,0.5823697689224636,107
