Date,Close,High,Low,Open,Volume,returns,volatility_20d,momentum_10d,volume_anomaly,trend_ema_20,trend_ema_50,bb_width
2023-02-01,394.8877258300781,397.64658154980566,386.765052627041,389.51425697208833,101459200,0.010627628506931108,0.010432596775638089,0.04932415452108896,1.266610347461697,0.03372066434134907,0.052883455768121014,0.08178813647155175
2023-02-02,400.63616943359375,402.106904238457,396.88724045408844,398.7905270630348,101654500,0.014557159484843485,0.010675357820400487,0.072406285677316,1.2567167703376048,0.04392006989894362,0.06536069402000966,0.08817944646867117
2023-02-03,396.37774658203125,400.818787510041,395.1665429342146,395.6471755772544,94736800,-0.010629152274451159,0.010616323262326434,0.04160357717706753,1.1584735684178238,0.029605431589613738,0.051807936554317945,0.08207041141021379
2023-02-06,393.95538330078125,395.35885189681073,392.292412944782,393.91695380659627,60295300,-0.006111249438542021,0.009884467932499209,0.022963796369097622,0.7576447349324695,0.02104621675366785,0.04352301105192139,0.08032275745235964
2023-02-07,399.1077575683594,400.3573907721146,391.7829203949697,393.032553598725,90990700,0.013078573071926503,0.01010990417682442,0.03745617691160841,1.1312582692863815,0.031022214797589785,0.05480593624386127,0.08051061936955503
2023-02-08,394.7435607910156,398.47327457670247,394.0514486520687,397.12750912194093,76227500,-0.010934883360657954,0.010564183970664637,0.025727487843483,0.9413516118535405,0.017833793726465073,0.041504394621142617,0.07789513249521555
2023-02-09,391.3215026855469,398.51177797014213,390.091084227083,398.3579719958979,78694900,-0.008669066313865548,0.010568353218640988,0.005781184235646775,0.965968693712106,0.008145028615138205,0.031162287269174235,0.07627946400615683
2023-02-10,392.2347106933594,392.61921095554237,389.32207793747637,390.13912999380653,70769700,0.002333651490003419,0.010558424819269894,0.005817469138763576,0.8791492055573099,0.00948842164415375,0.03220984099493746,0.07518766874524227
2023-02-13,396.83917236328125,396.9737635969899,392.42696780662374,392.8883857479932,64913500,0.01173904691347305,0.010797927244429328,0.030554881478817464,0.805894144168191,0.019267425170242384,0.04251478295631313,0.07624441936165456
2023-02-14,396.65655517578125,398.9731788953455,392.6865245158335,395.31076019339895,88389300,-0.00046017933767084074,0.010777825335773662,0.015154555250789015,1.0801045824218338,0.01697766203844763,0.040320141236679374,0.07613689809203629
2023-02-15,397.9446716308594,398.0215599573254,393.60935517208264,394.4552734406725,61555700,0.003247435188628911,0.009942502395236748,0.00774130366892356,0.77011827445925,0.018313409060212053,0.04191302130618547,0.07065809729144155
2023-02-16,392.4654235839844,396.9160869350225,392.33086168681325,392.95567830940917,76431500,-0.013768868984776028,0.010386222778709493,-0.02039442884340903,0.9625670402255206,0.0038819996041968914,0.02645739428778406,0.056893030076368804
2023-02-17,391.48492431640625,391.72524064683955,388.3992415120903,390.33139419613065,89257800,-0.0024983073887738794,0.009714159639451993,-0.012343836927819152,1.1259064647116248,0.0012429745846061276,0.022934519082076492,0.04995672593391252
2023-02-21,383.6313781738281,388.5050004519839,383.37184709473024,387.4476027187317,82655900,-0.020060915899358434,0.010497638755367371,-0.026206026277526107,1.0436318726034244,-0.017078966078177993,0.0023186485940609844,0.05124632174735558
2023-02-22,383.1027526855469,385.5924267589581,381.6416103809543,384.0447740814085,83742300,-0.0013779516440954875,0.010499285086051803,-0.04010196389147147,1.0414269221363242,-0.016707153794228116,0.000900704067218915,0.05266739314391863
2023-02-23,385.14056396484375,386.6209207613312,380.901380412736,386.0056968797559,96242400,0.005319229018877714,0.010570397719075456,-0.02432717789475447,1.1884239722747503,-0.01039512812320187,0.005979157755155022,0.052439762640588146
2023-02-24,381.02630615234375,381.86260218592025,378.39244888145026,380.1034997706889,108194400,-0.010682483740859783,0.010505007277240108,-0.026308793313297718,1.3070339340242287,-0.019007705146331832,-0.004581105723480468,0.05809411232496098
2023-02-27,382.3240966796875,385.74619914411034,381.38204603041686,384.3811893735747,80444700,0.0034060391799428658,0.010526179178842188,-0.025267049915477235,0.9647556749690092,-0.014195548505790643,-0.001144030447298983,0.06201578949294067
2023-02-28,380.9110412597656,383.81405224104327,380.8052868100692,381.8434698821235,96438600,-0.0036959622273187165,0.010193153968289547,-0.040137497033519764,1.1413483527047206,-0.01616755587699459,-0.004647007810848718,0.06507023975715993
2023-03-01,379.44989013671875,381.32436937882426,378.1425832891619,380.0939508547448,99706800,-0.0038359379613005506,0.009561819733245928,-0.04337925294449563,1.171091286917471,-0.018076618798366764,-0.008135855466146773,0.07057744521576532
2023-03-02,382.4009704589844,383.2468886693395,377.1332257261761,377.46967446922514,85127800,0.00777725965661058,0.009392530407484646,-0.039059955516362876,1.009538206458567,-0.009455066145319914,-0.0004053332358328048,0.07238617104410701
2023-03-03,388.53387451171875,388.78381290959834,383.5737413980239,384.2273948465631,90120000,0.016037888307064874,0.009531101425218102,-0.0100175680098461,1.076101075169696,0.005815127532158426,0.015004073642744498,0.06790520739786123
2023-03-06,388.802978515625,391.66755968109305,388.3608046899115,389.36049948409084,72795900,0.00069261400758025,0.009292924690500672,-0.006850700076035721,0.8807759637704827,0.00588794916476908,0.015081825912361064,0.06589593750003894
2023-03-07,382.84307861328125,388.9951993290496,382.22788414299583,388.75488303032387,108310600,-0.01532884322310879,0.00977959468181373,-0.002054835984218406,1.2734857525822894,-0.008631255820532549,-0.00045945976390953606,0.06638988203208793
2023-03-08,383.4679870605469,384.2273655669412,381.228222362903,382.95851759749536,74746600,0.0016322835181692419,0.009206828518587711,0.0009533587854426706,0.8873232773763999,-0.006349391216949513,0.0011260583500075359,0.06226547423498832
2023-03-09,376.3930358886719,385.9288005055939,375.4029338100162,384.2561789471598,111945300,-0.01844991344937985,0.009730979314859717,-0.022712559762908646,1.3013235754572974,-0.022384095028251217,-0.016675791746010266,0.06522717227455839
2023-03-10,370.9619445800781,377.9311189281999,369.4335360708871,375.84516004328316,189253000,-0.014429308703256982,0.010009660966595784,-0.026413823428353078,2.0671619839590774,-0.03313027584354915,-0.0296900445176614,0.07398907858922533
2023-03-13,370.4331970214844,375.2683898395796,365.9056454879313,367.0207168016272,157790000,-0.0014253417805222268,0.009946842323423105,-0.031101622318525646,1.6453064788673943,-0.0313248312780869,-0.029890939812296,0.08053386653143951
2023-03-14,376.5564880371094,378.20986562096294,372.05774388118834,375.3741210898015,149752400,0.016530081712060607,0.0103645447370663,-0.011431942766097491,1.4953549875905,-0.013874446976993436,-0.013318862660215224,0.07712553370338841
2023-03-15,374.2013854980469,374.4032430136639,368.84713029743835,370.9427111182641,172996900,-0.006254314064110367,0.01038347089338919,-0.013831878134898945,1.6574485010504867,-0.018167903508774414,-0.018739890561567687,0.07347415885574479
2023-03-16,380.7668151855469,381.1128859764341,371.327211458966,371.8366809364042,143254200,0.017545177388270883,0.011279493571592435,-0.004273407756983705,1.3207978159392895,-0.0008518963377154905,-0.0014638499287876888,0.06322241667007734
2023-03-17,376.3146057128906,380.5699682371999,374.92509838056725,379.43135317104435,140553400,-0.011692745520606063,0.011175950207463705,-0.03144968714551444,1.2586896064126691,-0.01135445643565621,-0.012630713611828442,0.05867306464321177
2023-03-20,379.93316650390625,380.34811057251835,376.39187462943624,377.0962577194371,93055800,0.009615786196128795,0.011474077847665683,-0.02281312773266808,0.8319223718635553,-0.0016721606117278355,-0.003013756976307554,0.05265418232408563
2023-03-21,384.9218444824219,385.4043115062477,381.70859761316973,383.31039166596554,91524200,0.013130409288614642,0.011029870544120728,0.005429811808718821,0.8149990340585308,0.010335864286408558,0.00967807624568662,0.053196431095798774
2023-03-22,378.3602600097656,388.376279731483,378.3216838515816,384.7481478831017,111746600,-0.01704653702228609,0.01168666813896144,-0.013319826486519082,0.9828198738469435,-0.006235061199174743,-0.007240148451868818,0.05300814668268218
2023-03-23,379.38311767578125,385.28850910550153,376.6619967001418,381.23577448444496,119351300,0.002703396138878933,0.01163194375265943,0.007944041206952024,1.0391437757511237,-0.0032116519209815595,-0.0043784282137673694,0.051624230149687346
2023-03-24,381.87261962890625,381.95946015274023,375.7452830138486,378.0997242626186,107682400,0.0065619734699224885,0.011490412623945944,0.029411844552353683,0.937756371221501,0.0030112208817029977,0.0020701366798611866,0.05176451405185897
2023-03-27,382.5866394042969,384.93145120313267,381.6892579286953,384.1594864009113,74010400,0.001869785207655017,0.011472788741192794,0.032808729024649486,0.6463332597140936,0.004419185817999719,0.0037885481338875964,0.051836849987853977
2023-03-28,381.7279357910156,382.5867118272092,379.88490812660376,381.8919580974175,62871700,-0.002244468376152109,0.011452105402683384,0.013733524499507821,0.5572261893836259,0.0019582236829211066,0.0014752689569606154,0.051954693474508096
2023-03-29,387.27630615234375,387.5175396768628,384.69991915360174,385.9060867761969,77497900,0.014534881629322705,0.01184396656926653,0.03494086649864925,0.6936839572600334,0.014924601606447666,0.015393225940608974,0.05461398773054146
2023-03-30,389.54388427734375,390.1710855147399,387.67190988130295,389.92019324080144,69840000,0.005855194570328237,0.011794527238392777,0.02305103475868764,0.6294447664470609,0.01884238546861917,0.020484603291228386,0.05853029842488139
2023-03-31,395.0343322753906,395.3334594504177,390.36402594491756,390.47018399433404,112062600,0.014094555760341132,0.011671412622295773,0.04974488440871783,1.0000940634201638,0.02994567931146197,0.033454767600707105,0.06511564994101325
2023-04-03,396.53961181640625,396.9448675779732,394.11761821973766,394.5132446662317,67391100,0.003810503082973149,0.011689379747556851,0.04370885928520085,0.6028806831021359,0.030546014983600097,0.035873763165320594,0.0724782492889722
2023-04-04,394.3396301269531,397.4756659402077,392.95975198905785,397.1861680428209,66601500,-0.0055479493697383475,0.01116069521127775,0.024466747677557077,0.6071440926962347,0.022410975871470624,0.028911188396712032,0.07839526018905801
2023-04-05,393.30712890625,394.36856226217395,391.6474411444736,393.60625610917623,65200200,-0.0026183044812684297,0.011199243524977571,0.03950433086206928,0.5969673146290557,0.017821071343816386,0.025163189792328684,0.08259584104098378
2023-04-06,394.84136962890625,395.12120875106916,391.45444166145506,392.50621625119436,63743300,0.0039008718883963844,0.01019172081354301,0.04074575602580066,0.5967973937014358,0.019675250149037753,0.027986597653352586,0.08570744827128308
2023-04-10,395.2466735839844,395.3238848086167,391.7343284970211,392.35187105680905,63681000,0.0010264981996670475,0.009400133995482906,0.03502229085728814,0.6334505268036233,0.01871149889967191,0.02787118662774924,0.08388941690288608
2023-04-11,395.352783203125,396.76157868174016,394.5808477361319,395.87385583944314,59297900,0.0002684642939014825,0.00936366251687692,0.03336798122042506,0.6202336805300602,0.017145891222210788,0.027013506433905838,0.07949019593682194
2023-04-12,393.7413635253906,397.71691691277425,393.15276783554935,397.4274190026867,86420400,-0.004075903208973886,0.008956365086398518,0.03147117778917807,0.9348897014835923,0.011747453389281804,0.02191268660641901,0.07785350110188041
